timestamp,participant_id,gesture,true gesture,landmarks
20250402_155222_333185,7,right,right,"[[0.5379437208175659, 0.5827664732933044, -0.42861706018447876], [0.546388566493988, 0.5646726489067078, -0.403653621673584], [0.5511147379875183, 0.564755380153656, -0.4037765860557556], [0.555827260017395, 0.5654212832450867, -0.40383481979370117], [0.5318455100059509, 0.5630499720573425, -0.40644121170043945], [0.5262600183486938, 0.5621495842933655, -0.4065553545951843], [0.5204094052314758, 0.5614545941352844, -0.40668588876724243], [0.5595235824584961, 0.5727064609527588, -0.22879131138324738], [0.5079759955406189, 0.5672594904899597, -0.24400503933429718], [0.5415639877319336, 0.6040311455726624, -0.3619662821292877], [0.5259144902229309, 0.600380003452301, -0.36698123812675476], [0.5909825563430786, 0.6832027435302734, -0.16645720601081848], [0.4515135884284973, 0.6552697420120239, -0.10252592712640762], [0.605828046798706, 0.8392707705497742, -0.16811566054821014], [0.3601534962654114, 0.6386005878448486, -0.11386729776859283], [0.6012288928031921, 0.965316891670227, -0.34045857191085815], [0.2859111428260803, 0.552003800868988, -0.3451775908470154], [0.6081348061561584, 1.0092600584030151, -0.39535287022590637], [0.25759562849998474, 0.5345186591148376, -0.40404754877090454], [0.5938122272491455, 1.0085370540618896, -0.4423702359199524], [0.26089733839035034, 0.5234872698783875, -0.45461273193359375], [0.5895118713378906, 0.9932515025138855, -0.3654514253139496], [0.2710874080657959, 0.5284783244132996, -0.3769563138484955], [0.5593039393424988, 0.9605519771575928, -0.02395877242088318], [0.46970734000205994, 0.9593441486358643, 0.024331431835889816], [0.5488308668136597, 1.1807764768600464, -0.004736838396638632], [0.46740588545799255, 1.1703742742538452, 0.048994213342666626], [0.5510062575340271, 1.3671900033950806, 0.3010903000831604], [0.46423783898353577, 1.3687983751296997, 0.26838797330856323], [0.5505760312080383, 1.3909926414489746, 0.32181426882743835], [0.46356064081192017, 1.396677851676941, 0.2822650671005249], [0.5409801006317139, 1.4278265237808228, 0.1269303262233734], [0.47023171186447144, 1.4247599840164185, 0.06131843477487564]]"
20250402_155343_063487,7,stop,stop,"[[0.5304707884788513, 0.5819618701934814, -0.35721781849861145], [0.5382872223854065, 0.5643585324287415, -0.3291676938533783], [0.5440772771835327, 0.5645259618759155, -0.32930511236190796], [0.5492760539054871, 0.5650976896286011, -0.32927805185317993], [0.5245562195777893, 0.5627155900001526, -0.3306790292263031], [0.5211658477783203, 0.5618904232978821, -0.3306575119495392], [0.5153831839561462, 0.5612513422966003, -0.33079496026039124], [0.5532777905464172, 0.5722251534461975, -0.14408668875694275], [0.5031982660293579, 0.5671182870864868, -0.14911803603172302], [0.534826934337616, 0.602543830871582, -0.28886136412620544], [0.5198792219161987, 0.5992448925971985, -0.2904888987541199], [0.5914396047592163, 0.6832953691482544, -0.06752563267946243], [0.45002707839012146, 0.6619889736175537, -0.04185568168759346], [0.6119283437728882, 0.810900866985321, -0.16410544514656067], [0.4099586606025696, 0.7986345291137695, -0.1372675895690918], [0.6340301632881165, 0.8848424553871155, -0.5564413666725159], [0.4157915711402893, 0.9099113345146179, -0.4740876257419586], [0.6459603309631348, 0.9720920920372009, -0.6476051807403564], [0.4146747589111328, 0.935899555683136, -0.5488443374633789], [0.6346226930618286, 0.963327169418335, -0.6834700107574463], [0.4245397448539734, 0.915479838848114, -0.5831730365753174], [0.6281949281692505, 0.942634642124176, -0.5810946226119995], [0.42792004346847534, 0.9070349335670471, -0.49542203545570374], [0.5591918230056763, 0.9695138931274414, -0.02166057750582695], [0.4691976010799408, 0.9648631811141968, 0.02218848466873169], [0.5540648102760315, 1.1845498085021973, 0.043639399111270905], [0.4658409655094147, 1.1792091131210327, 0.07585025578737259], [0.5538162589073181, 1.3710817098617554, 0.31672215461730957], [0.4651729166507721, 1.3695071935653687, 0.2874840199947357], [0.5549105405807495, 1.3954980373382568, 0.3336154818534851], [0.4648769497871399, 1.3944376707077026, 0.3019734025001526], [0.5414211750030518, 1.4342615604400635, 0.13666531443595886], [0.47648611664772034, 1.4332287311553955, 0.07998379319906235]]"
20250402_155445_378860,7,left,left,"[[0.5226386785507202, 0.5956782698631287, -0.471862256526947], [0.5312270522117615, 0.5758140087127686, -0.44827884435653687], [0.5366737842559814, 0.5762836933135986, -0.4483002722263336], [0.540514349937439, 0.5769035220146179, -0.4483085572719574], [0.5178231000900269, 0.5738341212272644, -0.45421820878982544], [0.5128982067108154, 0.5729711651802063, -0.454214483499527], [0.5084719061851501, 0.5723152160644531, -0.4543526768684387], [0.5449077486991882, 0.5832188129425049, -0.2777876853942871], [0.4927716851234436, 0.5788158178329468, -0.3046579957008362], [0.5288155674934387, 0.6151794195175171, -0.4068588316440582], [0.5116437673568726, 0.6143446564674377, -0.4143112301826477], [0.5882532596588135, 0.7032953500747681, -0.13499730825424194], [0.4424942433834076, 0.690497636795044, -0.21484632790088654], [0.6695122122764587, 0.7548952698707581, -0.05401210859417915], [0.41909903287887573, 0.8447508215904236, -0.1492266207933426], [0.7660285234451294, 0.7444362044334412, -0.19027060270309448], [0.4173494279384613, 0.9665955305099487, -0.2606251537799835], [0.7972768545150757, 0.7471855282783508, -0.22240033745765686], [0.4106519818305969, 1.0102397203445435, -0.28737151622772217], [0.7980721592903137, 0.7406851649284363, -0.27290967106819153], [0.42397505044937134, 1.0107734203338623, -0.3381693959236145], [0.786622166633606, 0.7408800721168518, -0.2168520987033844], [0.42888855934143066, 0.9921932816505432, -0.281591534614563], [0.5499207973480225, 0.9792308807373047, -0.020476114004850388], [0.4608832895755768, 0.9755365252494812, 0.02109338715672493], [0.5388960838317871, 1.2080031633377075, -0.008540863171219826], [0.4457170069217682, 1.1982048749923706, 0.025755831971764565], [0.5318664312362671, 1.3969656229019165, 0.2761586308479309], [0.44607844948768616, 1.389324426651001, 0.2155381143093109], [0.5340996384620667, 1.4221312999725342, 0.29020556807518005], [0.4464438855648041, 1.4130022525787354, 0.22692301869392395], [0.5147077441215515, 1.4623329639434814, 0.10222236812114716], [0.4535089433193207, 1.4560421705245972, 0.01611500233411789]]"
20250402_155520_459197,7,right,right,"[[0.5304508805274963, 0.599822461605072, -0.3721010386943817], [0.5377920866012573, 0.5801258683204651, -0.35000038146972656], [0.5426493287086487, 0.580335795879364, -0.350105345249176], [0.5475192070007324, 0.5807439684867859, -0.35020262002944946], [0.5235230326652527, 0.5802556276321411, -0.3484187722206116], [0.5182596445083618, 0.5804026126861572, -0.34848135709762573], [0.5129380226135254, 0.5808122158050537, -0.3486260175704956], [0.5554457306861877, 0.5899900794029236, -0.18970556557178497], [0.505266010761261, 0.5885154008865356, -0.18170437216758728], [0.5385944247245789, 0.6187356114387512, -0.31251442432403564], [0.5216760039329529, 0.6179198026657104, -0.3107909858226776], [0.5943442583084106, 0.7063146233558655, -0.13753202557563782], [0.45699167251586914, 0.6732755899429321, -0.07700274139642715], [0.610879123210907, 0.8661937117576599, -0.1271197497844696], [0.366592139005661, 0.6555865406990051, -0.20640972256660461], [0.6053826212882996, 0.9942730665206909, -0.3009900450706482], [0.30371221899986267, 0.5555766820907593, -0.5377010107040405], [0.6082437038421631, 1.0409011840820312, -0.34904056787490845], [0.27933672070503235, 0.5259959697723389, -0.6128896474838257], [0.5954934358596802, 1.0364269018173218, -0.38505131006240845], [0.28626060485839844, 0.5144225358963013, -0.6387706398963928], [0.5917572975158691, 1.0149726867675781, -0.32114604115486145], [0.2955361008644104, 0.5225088596343994, -0.5630270838737488], [0.5608277916908264, 0.9871960282325745, -0.01405353657901287], [0.4745817184448242, 0.9828263521194458, 0.014462033286690712], [0.5579894781112671, 1.1938343048095703, 0.09975530207157135], [0.4779300093650818, 1.1883585453033447, 0.10176092386245728], [0.558456301689148, 1.385380506515503, 0.3835594952106476], [0.4693102240562439, 1.389022707939148, 0.32602980732917786], [0.5606062412261963, 1.4097819328308105, 0.4015728533267975], [0.4673147201538086, 1.4162105321884155, 0.3412087857723236], [0.5423849821090698, 1.445825219154358, 0.20407232642173767], [0.47320905327796936, 1.4449572563171387, 0.11824077367782593]]"
20250402_155552_350837,7,right,right,"[[0.530044436454773, 0.5941768288612366, -0.34967687726020813], [0.5398662090301514, 0.5762888789176941, -0.3269721269607544], [0.5450488328933716, 0.5774802565574646, -0.3270489573478699], [0.550069272518158, 0.5787422060966492, -0.32712122797966003], [0.5247589945793152, 0.5744247436523438, -0.32284870743751526], [0.5194580554962158, 0.5740430951118469, -0.3229166269302368], [0.5146452188491821, 0.5736377835273743, -0.3230871260166168], [0.5594184398651123, 0.5912569165229797, -0.1757638156414032], [0.5102602243423462, 0.5852954983711243, -0.1545649766921997], [0.5384535193443298, 0.6161588430404663, -0.29500192403793335], [0.5192244052886963, 0.6124518513679504, -0.2895001769065857], [0.5950843095779419, 0.7128589153289795, -0.13773879408836365], [0.45957332849502563, 0.6788845062255859, -0.0543026328086853], [0.6019768714904785, 0.8741514682769775, -0.1449567675590515], [0.37285342812538147, 0.6663071513175964, -0.16105139255523682], [0.5920349359512329, 0.9809964299201965, -0.3080132007598877], [0.3077285587787628, 0.5592988729476929, -0.4705565869808197], [0.5971540212631226, 1.0327951908111572, -0.3553500771522522], [0.2860574722290039, 0.5309722423553467, -0.5391732454299927], [0.5876078009605408, 1.0250604152679443, -0.3817529082298279], [0.2916490137577057, 0.5207239985466003, -0.5641337037086487], [0.5820421576499939, 1.0076321363449097, -0.32547593116760254], [0.299606591463089, 0.5285715460777283, -0.4951975345611572], [0.5515661239624023, 0.9874293208122253, -0.03622761368751526], [0.46449461579322815, 0.9786178469657898, 0.03668036311864853], [0.5424187183380127, 1.1934127807617188, 0.05848299339413643], [0.45934757590293884, 1.1864293813705444, 0.13455091416835785], [0.5393518209457397, 1.383278727531433, 0.32499244809150696], [0.4523089826107025, 1.3815990686416626, 0.35846835374832153], [0.5415732264518738, 1.4108306169509888, 0.34027165174484253], [0.45097699761390686, 1.4101659059524536, 0.3748491108417511], [0.518886148929596, 1.4390000104904175, 0.14883442223072052], [0.4515295922756195, 1.4326790571212769, 0.16263380646705627]]"
20250402_155654_261102,7,left,left,"[[0.5113667249679565, 0.5916940569877625, -0.4100143313407898], [0.5202659368515015, 0.5736817121505737, -0.3842962086200714], [0.5258015394210815, 0.5747672915458679, -0.3844214975833893], [0.5308768153190613, 0.5756561756134033, -0.38440102338790894], [0.5026315450668335, 0.5718728303909302, -0.3944095969200134], [0.4970521032810211, 0.5716372728347778, -0.3943270444869995], [0.4930051267147064, 0.5716899037361145, -0.3945295512676239], [0.5349107980728149, 0.5846612453460693, -0.21343295276165009], [0.48295673727989197, 0.5817180275917053, -0.2583019435405731], [0.5199004411697388, 0.6137628555297852, -0.3469095826148987], [0.49811989068984985, 0.6105682253837585, -0.35902613401412964], [0.5743266940116882, 0.7008103132247925, -0.09677515923976898], [0.4271342158317566, 0.6901445388793945, -0.20416100323200226], [0.6100936532020569, 0.8324361443519592, -0.011123081669211388], [0.3990319073200226, 0.8605750799179077, -0.16543874144554138], [0.6792663335800171, 0.906436026096344, -0.20948879420757294], [0.40739402174949646, 0.9926040172576904, -0.3494783043861389], [0.7080726027488708, 0.9407597184181213, -0.26193252205848694], [0.40173426270484924, 1.0412596464157104, -0.4070375859737396], [0.7051924467086792, 0.9375200867652893, -0.3155989348888397], [0.4225432872772217, 1.0421441793441772, -0.4553565979003906], [0.6953175067901611, 0.9255311489105225, -0.2374117374420166], [0.42827051877975464, 1.017564296722412, -0.37502196431159973], [0.5448788404464722, 0.9863193035125732, -0.010083343833684921], [0.45638856291770935, 0.9840267896652222, 0.011238282546401024], [0.5422863364219666, 1.2005671262741089, 0.07327815890312195], [0.45218244194984436, 1.1986377239227295, 0.08742896467447281], [0.5399559140205383, 1.3929121494293213, 0.34074240922927856], [0.451855331659317, 1.3881785869598389, 0.2902226746082306], [0.5420046448707581, 1.4205405712127686, 0.35351574420928955], [0.44987383484840393, 1.4138504266738892, 0.30417293310165405], [0.5202394127845764, 1.4546838998794556, 0.1672237664461136], [0.4598166346549988, 1.4492443799972534, 0.098068006336689]]"
20250402_163009_794958,8,left,left,"[[0.5264496207237244, 0.5784265995025635, -0.39615821838378906], [0.5352333188056946, 0.5611152648925781, -0.3832455575466156], [0.540867805480957, 0.5602102279663086, -0.3832418918609619], [0.5456527471542358, 0.5596437454223633, -0.38335269689559937], [0.5216602683067322, 0.5618849396705627, -0.3836384415626526], [0.5177099704742432, 0.5615641474723816, -0.383665531873703], [0.5144965052604675, 0.5615691542625427, -0.38377776741981506], [0.5555728673934937, 0.5639857053756714, -0.2675210237503052], [0.5135051608085632, 0.5653126835823059, -0.26729342341423035], [0.5369440317153931, 0.5962931513786316, -0.34943535923957825], [0.5196899175643921, 0.5956315398216248, -0.3493868112564087], [0.602662205696106, 0.6634925603866577, -0.16915935277938843], [0.47151613235473633, 0.6572740077972412, -0.18546657264232635], [0.6210173964500427, 0.7918298244476318, -0.0958360880613327], [0.4465743601322174, 0.7933242321014404, -0.13199564814567566], [0.6271010041236877, 0.9113855361938477, -0.19250448048114777], [0.4499356150627136, 0.9117475748062134, -0.22442062199115753], [0.6291466951370239, 0.9491104483604431, -0.22550086677074432], [0.44229960441589355, 0.9486292600631714, -0.25347626209259033], [0.6166892051696777, 0.9469382166862488, -0.25648170709609985], [0.4558931291103363, 0.9450956583023071, -0.2870469093322754], [0.6128937602043152, 0.938472330570221, -0.20548515021800995], [0.4609299600124359, 0.9352763295173645, -0.23813697695732117], [0.5691759586334229, 0.9053407311439514, 0.003208253998309374], [0.49238067865371704, 0.9060644507408142, -0.002556190825998783], [0.5659967064857483, 1.0863761901855469, 0.0005200077430345118], [0.4913918375968933, 1.082187533378601, 0.06613623350858688], [0.5645676851272583, 1.2250044345855713, 0.29702359437942505], [0.4938836097717285, 1.2228810787200928, 0.31541356444358826], [0.5649881362915039, 1.249968409538269, 0.320620059967041], [0.49307355284690857, 1.2462694644927979, 0.33657652139663696], [0.5580092668533325, 1.2818341255187988, 0.19312632083892822], [0.5061138868331909, 1.2825019359588623, 0.1898801028728485]]"
20250402_163108_595318,8,stop,stop,"[[0.5346420407295227, 0.5385221242904663, -0.38125118613243103], [0.5441828966140747, 0.5204622745513916, -0.35945332050323486], [0.5496655106544495, 0.5203043222427368, -0.3594304621219635], [0.5543234348297119, 0.5203440189361572, -0.35940462350845337], [0.5272347927093506, 0.5215190052986145, -0.35981062054634094], [0.5225651264190674, 0.5217282176017761, -0.3598470687866211], [0.5178767442703247, 0.522214412689209, -0.36004638671875], [0.5633701682090759, 0.5275148153305054, -0.1898689568042755], [0.5137801766395569, 0.5289691090583801, -0.1856321394443512], [0.5460713505744934, 0.5589503645896912, -0.31695595383644104], [0.5263664722442627, 0.5600618720054626, -0.31639397144317627], [0.6131569147109985, 0.6420036554336548, -0.06008017808198929], [0.46902233362197876, 0.6411051154136658, -0.09193794429302216], [0.6713321208953857, 0.7530227899551392, -0.13157619535923004], [0.41989558935165405, 0.7261229753494263, -0.2267700880765915], [0.7087640762329102, 0.7492233514785767, -0.39887484908103943], [0.3726056218147278, 0.7542456388473511, -0.5704838633537292], [0.7274601459503174, 0.7634437680244446, -0.4360383450984955], [0.34699583053588867, 0.774409294128418, -0.615090548992157], [0.7110406756401062, 0.7456700801849365, -0.4472500681877136], [0.3612093925476074, 0.7536415457725525, -0.6376198530197144], [0.7170128226280212, 0.7401387095451355, -0.4098068177700043], [0.37284746766090393, 0.7466047406196594, -0.5868322849273682], [0.5810860991477966, 0.9248095154762268, -0.012222789227962494], [0.49182480573654175, 0.9258455038070679, 0.0130714550614357], [0.580537736415863, 1.1258162260055542, -0.02176465466618538], [0.49243560433387756, 1.1288074254989624, 0.12313969433307648], [0.5781923532485962, 1.28584623336792, 0.29013746976852417], [0.49486643075942993, 1.2854206562042236, 0.450816810131073], [0.580593466758728, 1.314186692237854, 0.31026169657707214], [0.4950949549674988, 1.3125078678131104, 0.4784231185913086], [0.5670614242553711, 1.349472165107727, 0.13886472582817078], [0.5030902624130249, 1.3497182130813599, 0.30176764726638794]]"
20250402_163145_906644,8,stop,stop,"[[0.534446120262146, 0.5408451557159424, -0.3705313503742218], [0.543982207775116, 0.5226411819458008, -0.3528842031955719], [0.5494145154953003, 0.522495687007904, -0.35302284359931946], [0.5539413690567017, 0.5225180387496948, -0.3530813455581665], [0.527033805847168, 0.5230681300163269, -0.3385336101055145], [0.522442102432251, 0.5230246782302856, -0.33847397565841675], [0.5178497433662415, 0.5231384038925171, -0.3386005759239197], [0.563160240650177, 0.5294340252876282, -0.2093474119901657], [0.5148131847381592, 0.5286006331443787, -0.14041438698768616], [0.5456123352050781, 0.5608997344970703, -0.3158383071422577], [0.5260649919509888, 0.5612524747848511, -0.29696476459503174], [0.614475667476654, 0.6423614025115967, -0.15128253400325775], [0.4715144634246826, 0.6347798109054565, 0.020109007135033607], [0.659378170967102, 0.7620559930801392, -0.1762150675058365], [0.4236656725406647, 0.7215248942375183, -0.006088669411838055], [0.6788500547409058, 0.889532744884491, -0.3385698199272156], [0.367524653673172, 0.7708796262741089, -0.42255377769470215], [0.6936789155006409, 0.9301579594612122, -0.3917723000049591], [0.34200194478034973, 0.7973886132240295, -0.42468175292015076], [0.6665246486663818, 0.9336767792701721, -0.424903005361557], [0.3508612811565399, 0.7901467084884644, -0.44825783371925354], [0.6583419442176819, 0.9212647080421448, -0.3533816337585449], [0.36334657669067383, 0.7812278270721436, -0.4030711054801941], [0.5812421441078186, 0.923101007938385, -0.06492267549037933], [0.49184712767601013, 0.923869252204895, 0.06575196236371994], [0.5772644281387329, 1.1264724731445312, -0.11472021043300629], [0.4923612177371979, 1.1214306354522705, 0.1923844814300537], [0.5762563943862915, 1.28426992893219, 0.2533559203147888], [0.49526017904281616, 1.2791682481765747, 0.5881771445274353], [0.5795833468437195, 1.3092821836471558, 0.27998778223991394], [0.4974411427974701, 1.3059161901474, 0.6219324469566345], [0.5584789514541626, 1.3441838026046753, 0.10396973788738251], [0.4899391531944275, 1.3372209072113037, 0.44379860162734985]]"
20250402_163224_194574,8,right,right,"[[0.5349549651145935, 0.5486469268798828, -0.38834667205810547], [0.5441941022872925, 0.5306142568588257, -0.366380512714386], [0.549583911895752, 0.5303746461868286, -0.3664262890815735], [0.5541799664497375, 0.5302630066871643, -0.3665068745613098], [0.5284124612808228, 0.5311766862869263, -0.35328733921051025], [0.5235608816146851, 0.5313661098480225, -0.3532635569572449], [0.5189735293388367, 0.5317521691322327, -0.3533482849597931], [0.5636606216430664, 0.536062479019165, -0.2104063332080841], [0.5147741436958313, 0.5372849702835083, -0.14783039689064026], [0.5457908511161804, 0.568078339099884, -0.3326417803764343], [0.5266844630241394, 0.5680736303329468, -0.31614989042282104], [0.6127345561981201, 0.6515458226203918, -0.1814810186624527], [0.4704526960849762, 0.6340219974517822, -0.022881923243403435], [0.6468063592910767, 0.8077069520950317, -0.20302172005176544], [0.3915014863014221, 0.5937721729278564, -0.210895374417305], [0.6466971635818481, 0.9449556469917297, -0.32481497526168823], [0.37464821338653564, 0.4582412540912628, -0.5537852048873901], [0.659162163734436, 0.9865087866783142, -0.3732951879501343], [0.35043948888778687, 0.4176207184791565, -0.6311663389205933], [0.6401289105415344, 0.988259494304657, -0.40370669960975647], [0.36913642287254333, 0.41312745213508606, -0.6247075796127319], [0.6300105452537537, 0.9760385751724243, -0.33935317397117615], [0.3789082169532776, 0.42573171854019165, -0.5683924555778503], [0.5796796083450317, 0.9421729445457458, -0.04931074008345604], [0.487801730632782, 0.9409206509590149, 0.050152163952589035], [0.571872353553772, 1.150524616241455, 0.04884367436170578], [0.48220983147621155, 1.145210862159729, 0.17461034655570984], [0.5678432583808899, 1.3283032178878784, 0.4018736481666565], [0.47954267263412476, 1.3223968744277954, 0.495598703622818], [0.5706969499588013, 1.3553521633148193, 0.4260600507259369], [0.4789561629295349, 1.3480777740478516, 0.521659791469574], [0.5520716905593872, 1.388481855392456, 0.20663313567638397], [0.48331934213638306, 1.3858593702316284, 0.30373287200927734]]"
20250402_163345_228742,8,stop,left,"[[0.5312785506248474, 0.5791636109352112, -0.47924986481666565], [0.5402727127075195, 0.5581328868865967, -0.4395996034145355], [0.546134352684021, 0.557952344417572, -0.43946462869644165], [0.55158531665802, 0.5577436685562134, -0.4387955069541931], [0.5229712128639221, 0.5580952763557434, -0.4640983045101166], [0.5174283981323242, 0.558012843132019, -0.4650209844112396], [0.5131953358650208, 0.5579262375831604, -0.4650258421897888], [0.5586943626403809, 0.5621779561042786, -0.22965767979621887], [0.5065833926200867, 0.563797652721405, -0.24440021812915802], [0.5417296290397644, 0.599625289440155, -0.3850090205669403], [0.5207750797271729, 0.6010183691978455, -0.3992898166179657], [0.6082923412322998, 0.6723653674125671, -0.08316150307655334], [0.45593398809432983, 0.676755964756012, -0.11440609395503998], [0.6612722277641296, 0.7879618406295776, -0.1912100911140442], [0.4116286337375641, 0.842329740524292, -0.04858281463384628], [0.6962779760360718, 0.7324355244636536, -0.5461991429328918], [0.4229460656642914, 0.983623206615448, -0.1636616736650467], [0.7105952501296997, 0.721920371055603, -0.6113282442092896], [0.4150935709476471, 1.0336682796478271, -0.18564073741436005], [0.6964971423149109, 0.7039339542388916, -0.6201415061950684], [0.43504318594932556, 1.0354008674621582, -0.2315775603055954], [0.6882496476173401, 0.7087007164955139, -0.5594258308410645], [0.44007545709609985, 1.0129517316818237, -0.1809084713459015], [0.5710810422897339, 0.9718532562255859, -0.02406490221619606], [0.476046621799469, 0.9697265028953552, 0.025458822026848793], [0.5652348399162292, 1.2014325857162476, 0.02894541062414646], [0.4669901430606842, 1.1921133995056152, 0.050318412482738495], [0.5531463623046875, 1.3868721723556519, 0.3519706130027771], [0.4614712595939636, 1.3777201175689697, 0.26749733090400696], [0.5532050132751465, 1.4122141599655151, 0.3654942810535431], [0.4589455723762512, 1.401522159576416, 0.28231561183929443], [0.5370047688484192, 1.4526126384735107, 0.15914534032344818], [0.4743002951145172, 1.450583577156067, 0.05853297561407089]]"
20250402_163504_141673,8,left,left,"[[0.5076526403427124, 0.5748289823532104, -0.5123608708381653], [0.5170279145240784, 0.554794192314148, -0.4827110171318054], [0.523011326789856, 0.5541673302650452, -0.48285555839538574], [0.529111921787262, 0.5536677241325378, -0.48285746574401855], [0.5007857084274292, 0.556269645690918, -0.48967093229293823], [0.4958152770996094, 0.556656002998352, -0.4897867739200592], [0.4914562702178955, 0.5569108724594116, -0.48996835947036743], [0.5408041477203369, 0.5592938661575317, -0.2834019064903259], [0.49103036522865295, 0.5630986094474792, -0.31039291620254517], [0.5194254517555237, 0.5963039994239807, -0.4366557002067566], [0.5007350444793701, 0.5986091494560242, -0.44456711411476135], [0.5927842855453491, 0.6466888189315796, -0.12641285359859467], [0.4437183439731598, 0.6838182210922241, -0.1973108947277069], [0.6876447796821594, 0.6040768027305603, -0.08950423449277878], [0.4158715605735779, 0.8513646721839905, -0.19070689380168915], [0.785843014717102, 0.5765687823295593, -0.22574713826179504], [0.4259018898010254, 0.9980162382125854, -0.36379221081733704], [0.8201702833175659, 0.5621461868286133, -0.26669198274612427], [0.417275995016098, 1.0457463264465332, -0.4034520983695984], [0.8206764459609985, 0.5582698583602905, -0.3211367726325989], [0.4388177990913391, 1.048039197921753, -0.4572862684726715], [0.8107438087463379, 0.5643777847290039, -0.25713902711868286], [0.4454170763492584, 1.0255533456802368, -0.3869907259941101], [0.5592833757400513, 0.9805862307548523, -0.01398361288011074], [0.4651358723640442, 0.9744946360588074, 0.014585494995117188], [0.5495957136154175, 1.2374904155731201, -0.0481034591794014], [0.44471579790115356, 1.2247968912124634, -0.047504253685474396], [0.5457161664962769, 1.459799885749817, 0.1551523506641388], [0.4497078061103821, 1.4517133235931396, 0.07797475904226303], [0.546869158744812, 1.487999677658081, 0.16066229343414307], [0.4512389302253723, 1.4814492464065552, 0.07910865545272827], [0.5272940397262573, 1.5307166576385498, -0.06868836283683777], [0.4662223756313324, 1.5229092836380005, -0.1768845170736313]]"
20250402_163538_018793,8,right,right,"[[0.5323801636695862, 0.5899991393089294, -0.42525139451026917], [0.5425926446914673, 0.5716878771781921, -0.39335647225379944], [0.5480485558509827, 0.5724287033081055, -0.393526166677475], [0.5531283617019653, 0.5731083154678345, -0.3935506343841553], [0.5265460014343262, 0.5696340203285217, -0.39687928557395935], [0.520607054233551, 0.5689390897750854, -0.39709344506263733], [0.5148689150810242, 0.5683687329292297, -0.397294282913208], [0.5591481924057007, 0.5817113518714905, -0.20323581993579865], [0.5073818564414978, 0.5725401639938354, -0.22539131343364716], [0.5386698842048645, 0.6119382977485657, -0.35567936301231384], [0.5213690996170044, 0.6103270649909973, -0.3622415363788605], [0.6024883985519409, 0.7042776346206665, -0.1264881193637848], [0.4507736563682556, 0.6827362179756165, -0.09035634249448776], [0.6342881917953491, 0.8700811862945557, -0.09835430234670639], [0.36527207493782043, 0.65044766664505, -0.09312635660171509], [0.6355208158493042, 0.9918028712272644, -0.3182852864265442], [0.2758353054523468, 0.5861479640007019, -0.2967124581336975], [0.642227053642273, 1.0394870042800903, -0.37067002058029175], [0.24587127566337585, 0.5737735033035278, -0.3480011522769928], [0.6164513826370239, 1.0321485996246338, -0.42067304253578186], [0.24857540428638458, 0.5652923583984375, -0.40095067024230957], [0.6178243160247803, 1.0096131563186646, -0.3453717827796936], [0.258068710565567, 0.5714578032493591, -0.3269121050834656], [0.573975682258606, 0.9922122359275818, -0.015581047162413597], [0.47877439856529236, 0.9918515086174011, 0.016192294657230377], [0.5654944777488708, 1.2324169874191284, -0.04834615811705589], [0.4748929440975189, 1.2256710529327393, -0.00012873012747149915], [0.5762560963630676, 1.4566177129745483, 0.2394745796918869], [0.4739120602607727, 1.4611586332321167, 0.14734435081481934], [0.577031135559082, 1.487046718597412, 0.22790710628032684], [0.472661554813385, 1.4964309930801392, 0.15578696131706238], [0.5693995356559753, 1.5198339223861694, -0.022501366212964058], [0.48424044251441956, 1.5141304731369019, -0.09609203785657883]]"
